Date,New Cases,Total Cases,New Deaths,Total Deaths
2020-05-02,284,8772,11,579
2020-05-03,156,8928,24,603
2020-05-04,295,9223,4,607
2020-05-05,262,9485,16,623
2020-05-06,199,9684,14,637
2020-05-07,320,10004,21,658
2020-05-08,339,10343,27,685
2020-05-09,120,10463,11,696
2020-05-10,147,10610,8,704
2020-05-11,184,10794,15,719
2020-05-12,292,11086,7,726
2020-05-13,264,11350,25,751
2020-05-14,268,11618,21,772
2020-05-15,258,11876,18,790
2020-05-16,429,12305,27,817
2020-05-17,208,12513,7,824
2020-05-18,205,12718,7,831
2020-05-19,0,12718,0,831
2020-05-20,224,12942,6,837
2020-05-21,492,13434,9,846
2020-05-22,163,13597,11,857
2020-05-23,0,13597,0,857
2020-05-24,180,13777,6,863
2020-05-25,258,14035,5,868
2020-05-26,284,14319,5,873
2020-05-27,350,14669,13,886
2020-05-28,380,15049,18,904
2020-05-29,539,15588,17,921
2020-05-30,1046,16634,21,942
2020-05-31,1452,18086,15,957
2020-06-01,0,18086,0,957
2020-06-02,552,18638,3,960
2020-06-03,359,18997,6,966
2020-06-04,751,19748,8,974
2020-06-05,634,20382,10,984
2020-06-06,244,20626,3,987
2020-06-07,714,21340,7,994
2020-06-08,555,21895,9,1003
2020-06-09,579,22474,8,1011
2020-06-10,518,22992,6,1017
2020-06-11,740,23732,10,1027
2020-06-12,443,24175,9,1036
2020-06-13,612,24787,16,1052
2020-06-14,605,25392,22,1074
2020-06-15,538,25930,14,1088
2020-06-16,490,26420,10,1098
2020-06-17,361,26781,5,1103
2020-06-18,457,27238,5,1108
2020-06-19,561,27799,8,1116
2020-06-20,660,28459,14,1130
2020-06-21,941,29400,20,1150
2020-06-22,652,30052,19,1169
2020-06-23,630,30682,8,1177
2020-06-24,1143,31825,9,1186
2020-06-25,470,32295,18,1204
2020-06-26,774,33069,8,1212
2020-06-27,1004,34073,12,1224
2020-06-28,730,34803,12,1236
2020-06-29,652,35455,8,1244
2020-06-30,983,36438,11,1255
2020-07-01,1076,37514,11,1266
2020-07-02,997,38511,4,1270
2020-07-03,294,38805,4,1274
2020-07-04,1531,40336,6,1280
2020-07-05,1494,41830,10,1290
2020-07-06,2424,44254,7,1297
2020-07-07,2079,46333,6,1303
2020-07-08,1540,47873,6,1309
2020-07-09,2486,50359,5,1314
2020-07-10,1395,51754,4,1318
2020-07-11,1160,52914,42,1360
2020-07-12,1308,54222,12,1372
2020-07-13,2037,56259,162,1534
2020-07-14,747,57006,65,1599
2020-07-15,539,57545,4,1603
2020-07-16,1305,58850,11,1614
2020-07-17,2416,61266,29,1643
2020-07-18,1735,63001,17,1660
2020-07-19,2303,65304,113,1773
2020-07-20,2152,67456,58,1831
2020-07-21,1442,68898,4,1835
2020-07-22,1866,70764,2,1837
2020-07-23,1505,72269,6,1843
2020-07-24,2121,74390,28,1871
2020-07-25,2054,76444,8,1879
2020-07-26,1968,78412,18,1897
2020-07-27,2036,80448,35,1932
2020-07-28,1592,82040,13,1945
2020-07-29,1633,83673,2,1947
2020-07-30,1813,85486,15,1962
2020-07-31,3888,89374,21,1983
2020-08-01,3980,93354,40,2023
2020-08-02,4878,98232,16,2039
2020-08-03,4953,103185,20,2059
2020-08-04,3145,106330,45,2104
